scenario,t_years,policy,z3M,z1Y,z2Y,z3Y,z5Y,z7Y,z10Y,wage_bill_real
owners' saving dominates,14.0,-0.5,-0.4882,-0.4556,-0.4179,-0.3858,-0.3346,-0.2966,-0.2562,0.26748
owners' saving dominates,14.25,-0.5,-0.4869,-0.4506,-0.4087,-0.373,-0.3161,-0.2738,-0.2289,0.26139
owners' saving dominates,14.5,-0.5,-0.4856,-0.4457,-0.3995,-0.3601,-0.2975,-0.251,-0.2015,0.25616
owners' saving dominates,14.75,-0.5,-0.4842,-0.4407,-0.3902,-0.3473,-0.2789,-0.2281,-0.174,0.25166
owners' saving dominates,15.0,-0.5,-0.4829,-0.4356,-0.381,-0.3344,-0.2602,-0.2051,-0.1465,0.24779
owners' saving dominates,15.25,-0.5,-0.4816,-0.4306,-0.3717,-0.3215,-0.2416,-0.1821,-0.1189,0.24447
owners' saving dominates,15.5,-0.5,-0.4802,-0.4256,-0.3624,-0.3086,-0.2229,-0.1592,-0.0914,0.24162
owners' saving dominates,15.75,-0.5,-0.4789,-0.4206,-0.3532,-0.2957,-0.2043,-0.1363,-0.064,0.23917
owners' saving dominates,16.0,-0.5,-0.4776,-0.4156,-0.344,-0.2829,-0.1857,-0.1135,-0.0366,0.23706
owners' saving dominates,16.25,-0.5,-0.4763,-0.4107,-0.3348,-0.2701,-0.1672,-0.0907,-0.0093,0.23525
owners' saving dominates,16.5,-0.5,-0.4749,-0.4057,-0.3256,-0.2574,-0.1487,-0.068,0.0179,0.2337
owners' saving dominates,16.75,-0.5,-0.4736,-0.4008,-0.3165,-0.2447,-0.1304,-0.0454,0.045,0.23237
owners' saving dominates,17.0,-0.5,-0.4723,-0.3959,-0.3074,-0.232,-0.1121,-0.0229,0.0719,0.23122
owners' saving dominates,17.25,-0.5,-0.471,-0.391,-0.2984,-0.2195,-0.0939,-0.0006,0.0987,0.23024
owners' saving dominates,17.5,-0.5,-0.4698,-0.3862,-0.2894,-0.207,-0.0758,0.0217,0.1254,0.22939
owners' saving dominates,17.75,-0.5,-0.4685,-0.3813,-0.2805,-0.1946,-0.0579,0.0438,0.1519,0.22867
owners' saving dominates,18.0,-0.5,-0.4672,-0.3765,-0.2717,-0.1823,-0.04,0.0657,0.1782,0.22805
owners' saving dominates,18.25,-0.5,-0.4659,-0.3718,-0.2629,-0.17,-0.0223,0.0875,0.2044,0.22751
owners' saving dominates,18.5,-0.5,-0.4647,-0.367,-0.2541,-0.1578,-0.0047,0.1092,0.2304,0.22705
owners' saving dominates,18.75,-0.5,-0.4634,-0.3623,-0.2454,-0.1457,0.0129,0.1307,0.2562,0.22666
owners' saving dominates,19.0,-0.5,-0.4622,-0.3577,-0.2368,-0.1337,0.0302,0.1521,0.2818,0.22632
owners' saving dominates,19.25,-0.5,-0.461,-0.353,-0.2282,-0.1218,0.0475,0.1734,0.3072,0.22603
owners' saving dominates,19.5,-0.5,-0.4597,-0.3484,-0.2197,-0.11,0.0646,0.1944,0.3325,0.22578
owners' saving dominates,19.75,-0.5,-0.4585,-0.3439,-0.2113,-0.0982,0.0816,0.2154,0.3576,0.22557
owners' saving dominates,20.0,-0.5,-0.4573,-0.3393,-0.2029,-0.0865,0.0985,0.2361,0.3825,0.22538
owners' saving dominates,20.25,-0.5,-0.4561,-0.3349,-0.1946,-0.075,0.1153,0.2567,0.4072,0.22523
owners' saving dominates,20.5,-0.5,-0.4549,-0.3304,-0.1863,-0.0635,0.1319,0.2772,0.4317,0.22509
owners' saving dominates,20.75,-0.5,-0.4538,-0.326,-0.1781,-0.0521,0.1484,0.2975,0.4561,0.22497
owners' saving dominates,21.0,-0.5,-0.4526,-0.3216,-0.17,-0.0408,0.1648,0.3176,0.4802,0.22487
owners' saving dominates,21.25,-0.5,-0.4514,-0.3172,-0.1619,-0.0295,0.181,0.3376,0.5042,0.22479
owners' saving dominates,21.5,-0.5,-0.4503,-0.3129,-0.1539,-0.0184,0.1972,0.3574,0.5279,0.22472
owners' saving dominates,21.75,-0.5,-0.4491,-0.3086,-0.146,-0.0074,0.2132,0.3771,0.5515,0.22465
owners' saving dominates,22.0,-0.5,-0.448,-0.3043,-0.1381,0.0036,0.229,0.3966,0.5749,0.2246
owners' saving dominates,22.25,-0.5,-0.4469,-0.3001,-0.1303,0.0145,0.2448,0.416,0.5982,0.22455
owners' saving dominates,22.5,-0.5,-0.4458,-0.2959,-0.1225,0.0253,0.2604,0.4352,0.6212,0.22451
owners' saving dominates,22.75,-0.5,-0.4447,-0.2917,-0.1148,0.036,0.2759,0.4543,0.6441,0.22448
owners' saving dominates,23.0,-0.5,-0.4436,-0.2876,-0.1072,0.0466,0.2913,0.4732,0.6667,0.22445
owners' saving dominates,23.25,-0.5,-0.4425,-0.2835,-0.0996,0.0572,0.3066,0.492,0.6892,0.22442
owners' saving dominates,23.5,-0.5,-0.4414,-0.2794,-0.0921,0.0676,0.3217,0.5106,0.7116,0.2244
owners' saving dominates,23.75,-0.5,-0.4403,-0.2754,-0.0846,0.078,0.3367,0.5291,0.7337,0.22438
owners' saving dominates,24.0,-0.5,-0.4393,-0.2714,-0.0772,0.0883,0.3516,0.5474,0.7557,0.22437
owners' saving dominates,24.25,-0.5,-0.4382,-0.2674,-0.0699,0.0985,0.3664,0.5656,0.7775,0.22435
owners' saving dominates,24.5,-0.5,-0.4372,-0.2635,-0.0626,0.1086,0.3811,0.5836,0.7991,0.22434
owners' saving dominates,24.75,-0.5,-0.4361,-0.2596,-0.0554,0.1187,0.3956,0.6015,0.8205,0.22433
owners' saving dominates,25.0,-0.5,-0.4351,-0.2557,-0.0482,0.1287,0.4101,0.6193,0.8418,0.22432
a pure tightening,0.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,0.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,0.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,0.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,1.0,2.75,3.3625,4.3,4.9173,5.1229,4.6549,4.1961,3.8525,1.0
a pure tightening,1.25,3.375,3.9875,4.844,5.1912,5.2871,4.6434,4.1889,3.8486,1.0
a pure tightening,1.5,4.0,4.6125,5.2336,5.388,5.3655,4.6009,4.1597,3.8293,1.0
a pure tightening,1.75,4.625,5.2375,5.469,5.5076,5.3583,4.5276,4.1085,3.7946,1.0
a pure tightening,2.0,5.25,5.55,5.55,5.55,5.2653,4.4235,4.0353,3.7444,1.0
a pure tightening,2.25,5.25,5.55,5.55,5.5217,5.1084,4.3,3.9474,3.6827,1.0
a pure tightening,2.5,5.25,5.55,5.55,5.442,4.9173,4.1765,3.8592,3.621,1.0
a pure tightening,2.75,5.25,5.55,5.55,5.3108,4.7115,4.0531,3.7709,3.5593,1.0
a pure tightening,3.0,5.25,5.55,5.55,5.1282,4.5058,3.9296,3.6827,3.4975,1.0
a pure tightening,3.25,5.25,5.55,5.496,4.8941,4.3,3.8062,3.5945,3.4358,1.0
a pure tightening,3.5,5.25,5.55,5.3391,4.6086,4.0942,3.6827,3.5063,3.3741,1.0
a pure tightening,3.75,5.25,5.55,5.0793,4.3,3.8885,3.5593,3.4181,3.3123,1.0
a pure tightening,4.0,5.25,5.3417,4.7167,3.9914,3.6827,3.4358,3.3301,3.2506,1.0
a pure tightening,4.25,4.8333,4.925,4.3,3.7059,3.4916,3.3201,3.2468,3.1915,1.0
a pure tightening,4.5,4.4167,4.5083,3.8833,3.4718,3.3347,3.2249,3.1781,3.1426,1.0
a pure tightening,4.75,4.0,4.0917,3.5207,3.2892,3.212,3.1503,3.1241,3.104,1.0
a pure tightening,5.0,3.5833,3.675,3.2609,3.158,3.1238,3.0963,3.0847,3.0757,1.0
a pure tightening,5.25,3.1667,3.2583,3.104,3.0783,3.0698,3.0629,3.06,3.0577,1.0
a pure tightening,5.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,5.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,6.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,6.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,6.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,6.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,7.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,7.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,7.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,7.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,8.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,8.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,8.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,8.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,9.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,9.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,9.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,9.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,10.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,10.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,10.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,10.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,11.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,11.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,11.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,11.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,12.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,12.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,12.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,12.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,13.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,13.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,13.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,13.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,14.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,14.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,14.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,14.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,15.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,15.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,15.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,15.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,16.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,16.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,16.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,16.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,17.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,17.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,17.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,17.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,18.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,18.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,18.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,18.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,19.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,19.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,19.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,19.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,20.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,20.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,20.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,20.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,21.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,21.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,21.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,21.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,22.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,22.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,22.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,22.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,23.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,23.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,23.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,23.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,24.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,24.25,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,24.5,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,24.75,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
a pure tightening,25.0,2.75,3.05,3.05,3.05,3.05,3.05,3.05,3.05,1.0
"deficits dominate, slow digestion then AI adoption",0.0,2.75,2.7595,2.7877,2.8204,2.8481,2.8921,2.9246,2.9591,1.0
