year,legal_form_tier,proprietor_effort_tier,employee_comp_share_resources,proprietors_share_resources,rental_share_resources,interest_share_resources,dividends_share_resources,transfers_share_resources,proprietor_effort_share_low,transfer_wage_exposure_low,labor_origin_current_resource_share_low,proprietor_effort_share_mid,transfer_wage_exposure_mid,labor_origin_current_resource_share_mid,proprietor_effort_share_high,transfer_wage_exposure_high,labor_origin_current_resource_share_high,ownership_origin_current_resource_share_mid,fiscal_nonlabor_or_unresolved_current_resource_share_mid
1964,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6855940903694978,0.10782778044212817,0.03433851270895143,0.08195582365201598,0.033176936977678415,0.0571068558497282,0.6166446133590077,0.684639040319574,0.7911830933342201,0.6889613821219566,0.8006104900085045,0.8056036148587452,0.7543818566976709,0.9186165265340831,0.8193967131449791,0.18300987713622247,0.011386508005032275
1965,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6850436542871094,0.10757186862653323,0.032672703524278944,0.0832667296374337,0.034141082680391815,0.057303961244252785,0.6120113683149399,0.6862423837087739,0.7902032677576403,0.684172151351199,0.8016242167965143,0.8045775741219552,0.7496851148785887,0.9190302925700065,0.8183527592438224,0.1840547076855539,0.011367718192490836
1966,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.691618352058772,0.10458278039663652,0.03065142357465492,0.08358863357154513,0.031821442756811515,0.057737367641580016,0.6073577815969029,0.6812947895466063,0.7944736852900545,0.6793434993831398,0.7984299254000063,0.808765226207501,0.744928928427463,0.9176071437517623,0.8225053116009388,0.1795966482897786,0.011638125502720543
1967,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6899193502193812,0.09948763331844061,0.02913387405345339,0.08514050703967191,0.03080214455098464,0.0655164908180683,0.6026846145018016,0.6674343813014257,0.7936069746678002,0.6744761479671633,0.7894799828392725,0.8087453439571106,0.7401136987735312,0.9136173643785165,0.8234085141614499,0.17746212327155914,0.013792532771330388
1968,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6921436787155297,0.09628310090216503,0.026206864174475954,0.08515926773097278,0.030691607700352886,0.06951548077650353,0.5979926422641951,0.6653835861808064,0.7959747245235583,0.6695708497857148,0.7881641870013428,0.8114016487968165,0.7352398752872759,0.9130457187290141,0.8264056659234853,0.1738724828169003,0.01472586838628315
1969,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6948469443559394,0.09154924554053347,0.02419120898978995,0.09048401439964239,0.02881711788399443,0.07011146883010039,0.593282653589145,0.6546321467357844,0.795058745035359,0.664628388240884,0.7813590410445957,0.8104754019155285,0.7303079559567678,0.9102546417992234,0.8255253766819911,0.17419535930568655,0.015329238778785084
1970,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6861435432189407,0.08564094492002568,0.02274571013749355,0.09975024188781469,0.02675570926790823,0.0789638505678172,0.58855545016505,0.655444931927059,0.7883044437690281,0.6596495771928094,0.781903460660903,0.804378664351915,0.7253184879985316,0.9105319518173742,0.8201596128796294,0.17839959310635453,0.01722174254173052
1971,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6776915512119559,0.08550595404911006,0.022244755494183525,0.10201016035423661,0.02550483304713813,0.08704274584337564,0.5838118461570617,0.6566158631837362,0.7847645877986184,0.6546352606493274,0.7826671823852231,0.8017922643642723,0.7202720683991553,0.9108863145353893,0.8185651475636645,0.17929049042865974,0.018917245207067734
1972,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6768167633460058,0.08800534543583438,0.021025442645768624,0.10157623724258429,0.024835546407933746,0.08774066492187296,0.5790526676816635,0.6525814772465077,0.7850344261201787,0.6495863124065184,0.7801252790923531,0.8024325418696561,0.7151693443840399,0.9098652261678947,0.8195876684769039,0.17827550391839556,0.019291954211948185
1973,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6703441369850133,0.09281330191192713,0.01906813039608624,0.10352566984262626,0.024646612286847634,0.08960214857749949,0.5742787522630781,0.6635002467475373,0.7830958918906916,0.6445036356398164,0.7870326537922112,0.8006824642834196,0.7100110138097002,0.9126920268016003,0.8180217701615026,0.18023520391951434,0.019082331797066063
1974,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6663216394372878,0.08422742673738348,0.017399730683604276,0.11064640438592409,0.02491026539824749,0.0964945333575528,0.5694909482722027,0.6622734329913428,0.7781941624320919,0.6393881624455828,0.786253200680725,0.7960447947469923,0.7047978254762381,0.9123675521783603,0.8137234278452785,0.18332980759602374,0.020625397656983922
1975,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6524278612036748,0.08143931827855969,0.01535416095557818,0.11574028793528826,0.022675833795960196,0.11236253783093891,0.5646901143488292,0.6712303342050403,0.7738369829752729,0.6342408533330767,0.79192975501399,0.7930632409807382,0.6995305793566738,0.914709218450069,0.8121762038638927,0.1835574582455286,0.023379300773733278
1976,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6563297641563476,0.081997787498427,0.012714058275062652,0.11334469009013408,0.02439824527464381,0.1112154547053848,0.5598771188079144,0.6742785926603848,0.7772286494504221,0.6290626966669843,0.7938431669288489,0.796199142255589,0.6942101267400665,0.9154658658617688,0.8150674111471111,0.18087303181378073,0.022927825930630176
1977,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6596868563409611,0.0817613906430366,0.008978407007537178,0.11704748647608702,0.025306692922296918,0.10721916661008127,0.5550528390307676,0.6782101805173688,0.7777858786820273,0.6238547080607125,0.7963147258372534,0.7960742860948163,0.6888373702854547,0.9164498227048101,0.8142681438927587,0.18208674855870827,0.02183896534647561
1978,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6621840989118529,0.08346617933556548,0.008320266650842489,0.11821819063242074,0.025510455525170003,0.10230080894414836,0.5502181608420021,0.6734967547064047,0.7770079694261003,0.6186179297208919,0.7933255479109549,0.7949756192814835,0.6834132639839413,0.9152142174671314,0.812853147767914,0.1838814170817185,0.02114296363679795
1979,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6632581039980532,0.0805654008514597,0.0072255542075956095,0.12099357319437473,0.02588726644797987,0.1020701013005369,0.5453739778731714,0.6762815720614224,0.776224505707356,0.6133534297435705,0.7950835900389028,0.7938274315066269,0.6779388130263796,0.9159277616228854,0.8113653556351081,0.18525672977050153,0.020915838722871536
1980,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6536009437489525,0.06912485656820906,0.007646203731160477,0.1343774576795637,0.02586445856916313,0.10938607970295114,0.5405211909140348,0.679741708605371,0.76531867425789,0.608062301362833,0.7972773730713214,0.7828442093913325,0.672415073574455,0.9168348314124721,0.8003705072074149,0.19498075718185542,0.022175033426812065
1981,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.643006394102718,0.0644539902608758,0.008530253163421786,0.14857921782098304,0.02501430377817037,0.1104158408738308,0.5356607072524311,0.6879340137261404,0.7534906767023812,0.6027456621526119,0.8024187203686091,0.7704554948832908,0.666843152433122,0.9188660686028939,0.7874444657703938,0.20772840198528142,0.02181610313142753
1982,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6339592386790481,0.05733182673089598,0.00798166624692562,0.16134097887184326,0.024489210868971135,0.1148970786023159,0.5307934400037799,0.7061926376424222,0.7455300672068192,0.5974046531827112,0.8139253885002069,0.7617271880824792,0.6612242066227325,0.9234969255093481,0.7779755291626614,0.2168933826541338,0.021379429263387123
1983,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6301094721391466,0.05831479783785951,0.007650588376741461,0.16225227560778893,0.025669782633743626,0.11600308340472007,0.5259203074312255,0.704477515416125,0.7424999725233902,0.5920404381300975,0.8128021200769386,0.7589217427273593,0.6555594428493927,0.9229703577824503,0.7754056959135307,0.2193627259947391,0.02171553127790166
1984,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6283635769677834,0.06472490349269529,0.006990665029121627,0.16757150388056774,0.024333480697262974,0.10801586993256895,0.5210422322575202,0.6964032865344628,0.7373105919851901,0.586654202346763,0.8076426060624546,0.753572932286705,0.6498501168724925,0.9207687529817692,0.7698827009271247,0.22564941646916925,0.02077765124412583
1985,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6312328761327994,0.06373634916110567,0.006928605537490461,0.16671514187459446,0.024800092649342857,0.10658693464466702,0.5161601409697111,0.6954074020438411,0.738252382413755,0.5812471518854938,0.8069806602080016,0.754293042443372,0.6440975327685841,0.9204422717311396,0.7703924216363405,0.2251336178010614,0.020573339755566508
1986,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6336650643470423,0.06393300170202837,0.0045536986462542915,0.16530339877218644,0.025705165212414536,0.10683967132007408,0.5112749631177449,0.6930207230327227,0.7403945137010697,0.5758205124851273,0.8054403264548952,0.7565319778981909,0.6383030420912226,0.9197589861991766,0.7727404416026749,0.22268133052810915,0.020786691573699913
1987,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6406126939582195,0.06740913633485351,0.003904754486855632,0.15868047818064887,0.023993979797589986,0.10539895724183239,0.5063876306081143,0.6887274386013363,0.7473390006405843,0.5703755285169008,0.8026858871127178,0.7636634712164951,0.6324680429266368,0.9185649784652423,0.780062609380402,0.21553982703608812,0.020796701747416744
1988,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6379671783050384,0.07044591029423446,0.004867442690363603,0.15582849860427836,0.027693913770608244,0.103197056335477,0.5014990769936924,0.6835017821153838,0.7438311092099376,0.5649134618937354,0.7993580813802408,0.7602544223220253,0.626593978845561,0.9171653456876172,0.7767569253775725,0.21903992229891317,0.020705655379061483
1989,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6300534349199521,0.06845778436630745,0.0043194247081769456,0.16099710399470527,0.031604205519046386,0.10456804649181199,0.49661023676087723,0.6767766535562627,0.7348194839958734,0.5594355909443165,0.7950659455562923,0.7514896487306428,0.620682337751826,0.9153436187378226,0.7682596666379022,0.22708079753653224,0.02142955373282516
1990,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6301143189896512,0.06661750816180204,0.005313494877310294,0.15753565359212662,0.032014900723776926,0.10840412365533285,0.4917220446152377,0.6695208220588531,0.7354504342944328,0.5539432092540548,0.7904584417984027,0.7527055899224238,0.6147346506287942,0.9134286230374346,0.7700858389973279,0.22457924109135907,0.022715168986217074
1991,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6270860669591419,0.06436430251196737,0.007010864231634577,0.1504216295983978,0.03289601378292618,0.11822112291593213,0.48683543476679536,0.6587177776576973,0.7362952455153974,0.5484376244750218,0.7836463446424784,0.7550294229623964,0.6087524901849971,0.9106779094583239,0.7739293614632191,0.21939300495427086,0.02557757208333278
1992,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6263912278323092,0.06833063588789783,0.010343470924110995,0.13766124479564928,0.03231948318334307,0.12495393737668962,0.4819513402161126,0.652355622133437,0.7408376729316936,0.5429201571071679,0.7796261378527877,0.760906663010287,0.6027374694008174,0.9090388968014728,0.7811646517738356,0.211556755219511,0.027536581770202
1993,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6241239913116484,0.06997507453523286,0.014727851366077332,0.13028080183315388,0.03353697168274273,0.12735530927114472,0.4770706920423444,0.6461594373965007,0.7397988835339868,0.5373921392531198,0.7756887130792559,0.7605161222628786,0.5966912399783825,0.9073944038696806,0.7814390002393855,0.2109166444183215,0.02856723331879984
1994,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6224810226969383,0.07095322044685345,0.01766154752615274,0.12528329608881256,0.036876426191677046,0.1267444870495658,0.47219441869440576,0.6403449000959426,0.737144923277802,0.5318549133490613,0.7719779792469484,0.7580617946027511,0.5906154906972217,0.9058163366310802,0.7791943207551278,0.2130376713408977,0.02890053405635097
1995,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.617599116842949,0.07078938046015025,0.018371938108391526,0.12789462255745995,0.03813116482812922,0.12721377720292018,0.4673234452864092,0.6376043325451282,0.7317927095132893,0.5263098308741683,0.7702247315835528,0.7528394611004668,0.5845119456786807,0.9050617262257513,0.7741126761440729,0.21792995909646212,0.029230579803071102
1996,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6136006928208193,0.0755423637314858,0.019799961046888487,0.1231389261888548,0.04201156979650194,0.12590648641544966,0.4624586928984802,0.6380878468340562,0.7288753144298195,0.5207582510412613,0.7705152262315795,0.7499528669015741,0.5783823625623654,0.9051505420812087,0.7712573880598663,0.22115351154739968,0.02889362155102617
1997,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6161947580462064,0.07641659935022899,0.019244104342855693,0.12153769631089348,0.04419827398603648,0.12240856796377908,0.45760107788410165,0.6411232965715548,0.7296420608986499,0.5152015394713023,0.772415184719954,0.7501149443076536,0.5722285305983601,0.9058889778640586,0.7708110889202225,0.22202672436361495,0.027858331328731622
1998,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6194124768093077,0.0782063006373631,0.020179032328396206,0.12141644333531657,0.043781535463544526,0.11700421142607201,0.4527515111850627,0.6398021604858617,0.7296800448634126,0.5096410668544854,0.7715897629240444,0.7495488710562337,0.5660522686592165,0.905567128763112,0.7696364985028319,0.22372616927305203,0.026724959670714345
1999,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.627787386159654,0.08091553806267135,0.0207412067425277,0.1147719149347565,0.04049088580036608,0.11529306830002446,0.4479108976550999,0.6353326527305674,0.7372797883720517,0.5040782076007168,0.7687712996048361,0.757209147505772,0.5598554231761542,0.9044274647378874,0.7773626064277003,0.2161317861466427,0.026659066347585518
2000,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6297610963407022,0.08116132930448516,0.019761101725902976,0.11516553299216292,0.041613600001292446,0.11253733963545422,0.4430801353932828,0.6348133689591794,0.7371622768253184,0.49851433848225635,0.7684404268384214,0.756699424033997,0.5536398660041397,0.9042852869909994,0.7764611042910055,0.2172414776352775,0.02605909833072538
2001,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6238238377019485,0.08585677427539683,0.020910321053385198,0.11235256840848575,0.03868042126647309,0.11837607729431067,0.43826011508818363,0.6282317063810834,0.735819042510288,0.4929508372714219,0.7642495350459472,0.756615868499169,0.5474074922209288,0.9025232797269215,0.7776596447190907,0.21547691623926052,0.027907215261570636
2002,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6217591349247772,0.08818304813349077,0.02112502343587691,0.1014614866200145,0.04068731726350034,0.12678398962234036,0.43345171937380184,0.6237732652005799,0.7390666919397452,0.48738908137616005,0.7614166178442922,0.7612740263225573,0.5411602178653349,0.9013435472312034,0.7837562234030507,0.20847742063015073,0.030248553047292126
2003,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6207860338125621,0.08769209995411723,0.022188858847521434,0.09813316871810385,0.04213067291360358,0.12906916575409172,0.4286558221982477,0.6142084952576052,0.7376511411006603,0.48183044647641343,0.7553371149874301,0.7605294887804387,0.5348999776203728,0.8988062175780047,0.7837007047928867,0.20789207675999952,0.031578434459561676
2004,STRONG_LEGAL_FORM,WEAK_LOGIT_BACKCAST,0.6205463403353904,0.0889235859007778,0.022420884009758838,0.08674846065999764,0.05165749290149869,0.12970323619257687,0.4238732882060894,0.5985768138208578,0.7358760229526364,0.47627630516409264,0.7454064770130227,0.7595801696176513,0.52862872244706,0.8946696263969317,0.7835954478124156,0.2073982265372687,0.03302160384508017
2005,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.6201808678415988,0.08593754594126908,0.01940603089991656,0.09490624711735679,0.04871391654787946,0.13085539165197935,0.4392774882351402,0.5923472085162321,0.7354431231321197,0.4923302776247167,0.7414202099484832,0.7595093556447521,0.5453830670142933,0.8929591382150454,0.7838982679790736,0.20665408465477003,0.03383655970047782
2006,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.6129013120589458,0.08611054662021086,0.0148413762360985,0.09959635258757164,0.05601406784160895,0.13053634465556402,0.4281231540968016,0.5958597626491091,0.7275485862225368,0.47991069005403764,0.7435294969119275,0.751284306578855,0.5316982260112737,0.8936222781791487,0.7753363226340566,0.2152369714360542,0.033478721985090526
2007,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.6125021758534263,0.07738598119891603,0.014480474616313174,0.1030297597663458,0.06064440712571297,0.13195720143928574,0.416968819958463,0.5905970671918804,0.7227032532801565,0.46749110248335857,0.7401631637725021,0.7463492932207311,0.5180133850082542,0.8921804899410198,0.7703187905578097,0.21936336503985027,0.034287341739418636
2008,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.6022321118900856,0.07178086975657245,0.02169749576028952,0.10059961406076959,0.06022227683814472,0.1434676316941381,0.4058144858201244,0.5699308872430173,0.7131284632641649,0.4550715149126795,0.7271145950365259,0.7392149499520915,0.5043285440052346,0.8868879221817098,0.7656729631953921,0.2216348272739031,0.03915022277400543
2009,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5972640772563211,0.07221388264757193,0.026756499550417343,0.09797822897609311,0.043541278046379576,0.162246033523217,0.39466015168178586,0.5909507983421128,0.7216434421739288,0.4426519273420005,0.7403926260377808,0.7493554584155864,0.4906437030022151,0.8922877595858887,0.7774655138008215,0.20852427488566522,0.042120266698748556
2010,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5872108250998601,0.08213181761703084,0.032131791684637194,0.08973008305108392,0.039759916417672465,0.16903556612971546,0.38350581754344726,0.5734021517697231,0.715634212305801,0.4302323397713214,0.7293035023090423,0.7458248195560999,0.47695886199919557,0.8877739905600919,0.7764497024539665,0.2084178447073778,0.04575733573652225
2011,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5802202293083698,0.08663880549683844,0.0357280674401032,0.08577328994023492,0.04869761104022895,0.16294199677422475,0.37821700326802504,0.5688843777562888,0.7056836551353773,0.4239571820412197,0.7263256993627838,0.7353003329048341,0.4696973608144143,0.8863570330938102,0.7653390324215312,0.22010663008354853,0.044593037011617494
2012,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5777870336094368,0.08766736789033153,0.03604478021112783,0.08577141358422632,0.05609308243405383,0.15663632227082358,0.37292818899260277,0.5774589438362644,0.700931711575433,0.41768202431111795,0.7316094333904591,0.7290007282808206,0.4624358596296331,0.8882841797785243,0.7574651352931326,0.22895956043327834,0.042039711285900984
2013,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.583763566663101,0.08931438436796915,0.03823598575371944,0.07939381617651772,0.051646368058075084,0.15764587898061774,0.36763937471718056,0.575113053638019,0.7072632539393838,0.41140686658101616,0.7300184776480957,0.7355925222574662,0.4551743584448518,0.8874582521629356,0.7643213204885171,0.2218460033428427,0.042561474399691254
2014,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5819680407954827,0.08619004534907578,0.03765418424668699,0.07929523178825447,0.057693881753422105,0.15719861606707797,0.3623505604417583,0.5649487403165195,0.7020082121588168,0.40513170885091443,0.7234950093492064,0.7306187753548244,0.4479128572600706,0.88463803381385,0.7596375449110004,0.22591502277923048,0.04346620186594508
2015,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5833104655943817,0.08105024293326728,0.036164464658262764,0.08105024293326728,0.05995034107360442,0.1584742428072166,0.35706174616633607,0.5611455799052607,0.7011775277434426,0.3988565511208127,0.7209911542898835,0.7298964132050391,0.4406513560752893,0.8834546695584524,0.759030174865933,0.22588787123453474,0.044215715560426236
2016,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5839489505527914,0.0790551356975058,0.03625313013663353,0.08132616016397266,0.06020163069154303,0.15921499275755363,0.3535493513050657,0.5572003592451791,0.700613493657706,0.3946350369640181,0.7185168293624848,0.7295455287341005,0.43572072262297046,0.8824813055624846,0.758899166079773,0.22563813029147436,0.04481634097442521
2017,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5819304754108536,0.079752110036759,0.035840591573965276,0.0818755445634315,0.06387910479689207,0.1567221736180984,0.35003695644379534,0.5606878886585439,0.6977188859100008,0.39041352280722347,0.7205138016144453,0.7259872667524692,0.43079008917065165,0.8829424766768131,0.754663558129674,0.23021104874028747,0.04380168450724319
2018,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5816163976548937,0.07937181375457998,0.03564242329921296,0.08251105704524497,0.06554835746799344,0.155309950778075,0.34652456158252504,0.559735857540647,0.6960532291015709,0.3861920086504289,0.7198674601631115,0.7240717376436734,0.4258594557183328,0.8826012454068778,0.7524943910406059,0.23242089138292238,0.04350737097340428
2019,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5801157534107727,0.07884687506335017,0.034889821403231366,0.08126649638143892,0.06824094346124998,0.15664011027995706,0.3430121667212547,0.5626613530857556,0.6952965272630751,0.3819704944936343,0.7219718352430273,0.7233226811594891,0.42092882226601397,0.8838673227501282,0.7517537505789748,0.2331269564520448,0.04355036238846627
2020,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.551295721928972,0.0760295566638272,0.035337451634457194,0.07158045672007314,0.06671130660321059,0.19904550644945995,0.3394997718599843,0.5742354744741297,0.6914067299089062,0.3777489803368397,0.7296542244664791,0.725250204076113,0.4159981888136951,0.8876407547577267,0.7596047833733649,0.2209386841163454,0.05381111180754169
