year,legal_form_tier,proprietor_effort_tier,employee_comp_share_resources,proprietors_share_resources,rental_share_resources,interest_share_resources,dividends_share_resources,transfers_share_resources,proprietor_effort_share_low,proprietor_effort_share_mid,proprietor_effort_share_high,transfer_wage_exposure_low,transfer_wage_exposure_mid,transfer_wage_exposure_high,labor_origin_current_resource_share_low,labor_origin_current_resource_share_mid,labor_origin_current_resource_share_high,ownership_origin_current_resource_share_mid,fiscal_nonlabor_or_unresolved_current_resource_share_mid
2016,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5839489505527914,0.0790551356975058,0.03625313013663353,0.08132616016397266,0.06020163069154303,0.15921499275755363,0.3535493513050657,0.3946350369640181,0.43572072262297046,0.5572003592451791,0.7185168293624853,0.8824813055624846,0.700613493657706,0.7295455287341005,0.758899166079773,0.22563813029147436,0.04481634097442514
2017,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5819304754108536,0.079752110036759,0.035840591573965276,0.0818755445634315,0.06387910479689207,0.1567221736180984,0.35003695644379534,0.39041352280722347,0.43079008917065165,0.5606878886585439,0.7205138016144457,0.8829424766768131,0.6977188859100009,0.7259872667524694,0.7546635581296741,0.23021104874028753,0.043801684507243144
2018,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5816163976548937,0.07937181375457998,0.03564242329921296,0.08251105704524497,0.06554835746799344,0.155309950778075,0.34652456158252504,0.3861920086504289,0.4258594557183328,0.559735857540647,0.7198674601631121,0.8826012454068778,0.6960532291015709,0.7240717376436735,0.7524943910406059,0.23242089138292238,0.043507370973404194
2019,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5801157534107727,0.07884687506335017,0.034889821403231366,0.08126649638143892,0.06824094346124998,0.15664011027995706,0.3430121667212547,0.3819704944936343,0.42092882226601397,0.5626613530857556,0.7219718352430275,0.8838673227501282,0.6952965272630751,0.7233226811594891,0.7517537505789745,0.23312695645204473,0.04355036238846623
2020,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.551295721928972,0.0760295566638272,0.035337451634457194,0.07158045672007314,0.06671130660321059,0.19904550644945995,0.3394997718599843,0.3777489803368397,0.4159981888136951,0.5742354744741297,0.729654224466479,0.8876407547577267,0.6914067299089062,0.725250204076113,0.7596047833733649,0.2209386841163454,0.05381111180754171
2021,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5485508280455316,0.07943930846739734,0.03392715096784801,0.06433233310309562,0.07427606048800525,0.1994743189281222,0.3407590518852355,0.3787453856198173,0.41673171935439923,0.5194983203337482,0.6951383455838935,0.8737037795691218,0.6792470651141785,0.7173003476105564,0.7559371740219514,0.2218875815074902,0.060812070881953395
2022,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5694316259208105,0.07916326268944889,0.036898117632896375,0.06662247902898005,0.07790282218461698,0.1699816925432472,0.3420183319104866,0.379741790902795,0.41746524989510336,0.5296020404415379,0.701155089085983,0.875518495198836,0.6865295641830573,0.7186767538463569,0.751301652828788,0.23052508238854258,0.05079816376510053
2023,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5668656087675769,0.07748284318390194,0.03999845030962088,0.07300577810277122,0.07704267366118063,0.16560464597494856,0.34327761193573775,0.3807381961857726,0.41819878043580755,0.5539943104175743,0.7165980385528732,0.8818454744664698,0.6852077657905761,0.7150382511976519,0.7453065468954138,0.23802906730829076,0.04693268149405746
2024,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.567218486139174,0.07636413585242728,0.04069632278761028,0.07272401692234806,0.07481026451936036,0.1681867737790799,0.34453689196098886,0.38173460146875027,0.4189323109765117,0.5506876058494599,0.71443753315931,0.8808549355072861,0.6861471199510023,0.7165282628740547,0.7473580398179057,0.23544390711561414,0.04802783001033113
2025,STRONG_LEGAL_FORM,PROXY_ANCHOR_INTERPOLATION,0.5614315154050414,0.07530143782909145,0.0397866483774672,0.07026623186979399,0.08024893188354872,0.17296523463505725,0.34579617198624,0.3827310067517279,0.4196658415172158,0.5471543277507549,0.7123013874433387,0.8801421741102244,0.6821091410323975,0.7134550871252362,0.7452669543362278,0.2367830548497205,0.04976185802504335
