STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,CURRENCY,Currency,BASE_PER,Base period,METHODOLOGY,Methodology,DECIMALS,Decimals,PRICE_BASE,Price base,ADJUSTMENT,Adjustment
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2007,,28.1706654921761,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2008,,48.0577392140459,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2009,,68.2402349736973,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2010,,84.5381493436075,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2011,,112.788492667239,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2012,,131.299906556228,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2013,,132.947074485998,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2014,,123.675426277688,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2015,,90.3398597015397,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2016,,88.8109432931681,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2017,,77.5793012176232,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2018,,75.1876392006973,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2019,,69.4879054260305,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2020,,71.8729431344825,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2021,,63.4831871761177,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2022,,45.7484911360441,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2023,,45.3978881700231,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2024,,39.4335878989462,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2025,,34.1990122771201,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2026,,32.4205752790513,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,IRL,Ireland,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2027,,30.2845638702303,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2005,,88.1106286331272,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2006,,80.0091807514289,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2007,,72.9558609769571,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2008,,70.2385862910381,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2009,,72.5665020224966,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2010,,69.0278938799012,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2011,,67.1868703782028,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2012,,66.8926268561616,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2013,,65.8924984641493,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2014,,64.8404877328621,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2015,,63.2532955360257,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2016,,61.6358975420877,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2017,,59.8342095351445,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2018,,60.0498063589417,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2019,,59.3028654461133,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2020,,71.0684311727643,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2021,,67.8099416468819,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2022,,60.4695580758201,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2023,,61.3221051164832,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2024,,67.6195604321315,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2025,,69.516603407052,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2026,,70.9727378466401,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,ISR,Israel,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2027,,70.0241175691234,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2008,,26.9982732779539,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2009,,28.9465187557929,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2010,,30.7128340128987,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2011,,33.182454232972,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2012,,35.6038867486322,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2013,,37.208008354498,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2014,,39.9208083847228,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2015,,41.3415693463495,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2016,,40.6891683813277,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2017,,38.737835155615,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2018,,39.6107414269588,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2019,,41.7175790307755,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2020,,47.1483966123133,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2021,,47.6071889448418,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2022,,46.2348388607105,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2023,,48.5781011516895,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2024,,48.5385245027746,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2025,,45.8080128315946,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2026,,48.1947449351168,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,KOR,Korea,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2027,,50.1902652911062,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2005,,15.6670920013497,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2006,,15.9394329776699,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2007,,14.1431668224673,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2008,,24.9894109217964,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2009,,43.6488900897855,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2010,,54.7973886602662,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2011,,53.2942482343181,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2012,,51.341132618971,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2013,,48.4414579522052,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2014,,53.0093586346313,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2015,,48.4079017989356,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2016,,52.2610379042945,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2017,,49.4973907382326,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2018,,48.5517881418625,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2019,,49.3543477525621,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2020,,57.5208864418877,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2021,,60.7273993318007,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2022,,54.7151272114238,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2023,,54.6463418388463,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2024,,57.6124589008676,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2025,,57.5391389244879,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2026,,58.7287888045606,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LVA,Latvia,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2027,,60.9771007776638,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2005,,24.9287408371652,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2006,,22.0359069697127,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2007,,19.3987346302532,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2008,,17.1329073492453,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2009,,34.1003131408853,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2010,,46.1027369434332,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2011,,46.0941174284041,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO@DF_EO(1.5),Economic Outlook 119,I,LTU,Lithuania,GGFLQ,General government gross financial liabilities as a percentage of GDP,A,Annual,2012,,51.5456611446756,,,,PT_B1GQ,Percentage of GDP,0,Units,,,,,,,2,Two,,,,
