"ref_area","source","indicator","sex","classif1","classif2","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_TOTAL","INS_SECTOR_PRI","2025",64406.017,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_AGR","INS_SECTOR_TOTAL","2025",731.499,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_AGR","INS_SECTOR_PUB","2025",11.896,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_AGR","INS_SECTOR_PRI","2025",719.603,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_MAN","INS_SECTOR_TOTAL","2025",4572.209,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_MAN","INS_SECTOR_PUB","2025",30.294,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_MAN","INS_SECTOR_PRI","2025",4541.915,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_CON","INS_SECTOR_TOTAL","2025",1434.242,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_CON","INS_SECTOR_PUB","2025",53.797,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_CON","INS_SECTOR_PRI","2025",1380.446,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_MEL","INS_SECTOR_TOTAL","2025",547.982,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_MEL","INS_SECTOR_PUB","2025",65.056,"B",,"I11:264","R1:3513_R1:2803_T2:85"
"USA","BA:453","EMP_TEMP_SEX_ECO_INS_NB","SEX_F","ECO_AGGREGATE_MEL","INS_SECTOR_PRI","2025",482.925,"B",,"I11:264","R1:3513_R1:2803_T2:85"
