year,cell,educg,n,wmed,wsum,n_all,n_ft
2024,2|25-34,SC,2299,836.0,34258949.2648,101190,86758
2024,2|35-44,<HS,399,666.0,5877268.1434,101190,86758
2024,2|35-44,BA+,6241,1560.0,83903174.9929,101190,86758
2024,2|35-44,HS,2021,800.0,27516085.289400004,101190,86758
2024,2|35-44,SC,2611,930.0,34848352.1909,101190,86758
2024,2|45-54,<HS,412,680.0,5839294.8401,101190,86758
2024,2|45-54,BA+,5256,1620.0,70390110.87810001,101190,86758
2024,2|45-54,HS,1996,800.0,26032189.2887,101190,86758
2024,2|45-54,SC,2495,1000.0,32236001.780599996,101190,86758
2024,2|55-64,<HS,360,660.0,4996260.8364,101190,86758
2024,2|55-64,BA+,3531,1500.0,45100307.1514,101190,86758
2024,2|55-64,HS,2107,866.0,26071126.4964,101190,86758
2024,2|55-64,SC,2324,1000.0,28677698.588800002,101190,86758
1979,ALL,<HS,22962,202.0,142539872.0,125670,110847
1979,ALL,BA+,24633,346.0,149794320.0,125670,110847
1979,ALL,HS,43939,246.0,267676480.0,125670,110847
1979,ALL,SC,19313,280.0,117763344.0,125670,110847
1979,1|25-34,<HS,3305,220.0,21304572.0,125670,110847
1979,1|25-34,BA+,7306,335.0,45174752.0,125670,110847
1979,1|25-34,HS,9353,280.0,58356752.0,125670,110847
1979,1|25-34,SC,5844,300.0,36404964.0,125670,110847
1979,1|35-44,<HS,3633,250.0,23008106.0,125670,110847
1979,1|35-44,BA+,4482,425.0,26986684.0,125670,110847
1979,1|35-44,HS,6691,320.0,40700628.0,125670,110847
1979,1|35-44,SC,3008,350.0,18396174.0,125670,110847
1979,1|45-54,<HS,4631,268.0,28873784.0,125670,110847
1979,1|45-54,BA+,3066,488.0,19119286.0,125670,110847
1979,1|45-54,HS,5326,330.0,32643668.0,125670,110847
1979,1|45-54,SC,1972,375.0,12187754.0,125670,110847
1979,1|55-64,<HS,3885,250.0,23376178.0,125670,110847
1979,1|55-64,BA+,1594,450.0,9670540.0,125670,110847
1979,1|55-64,HS,3745,317.0,22483700.0,125670,110847
1979,1|55-64,SC,1307,360.0,7869265.0,125670,110847
1979,2|25-34,<HS,1597,140.0,9901146.0,125670,110847
1979,2|25-34,BA+,4230,250.0,25220392.0,125670,110847
1979,2|25-34,HS,6663,176.0,40394324.0,125670,110847
1979,2|25-34,SC,3394,200.0,20388516.0,125670,110847
1979,2|35-44,<HS,1961,150.0,12077240.0,125670,110847
1979,2|35-44,BA+,1862,276.0,11132958.0,125670,110847
1979,2|35-44,HS,5069,180.0,30374376.0,125670,110847
1979,2|35-44,SC,1694,205.0,10057868.0,125670,110847
1979,2|45-54,<HS,2185,150.0,13322499.0,125670,110847
1979,2|45-54,BA+,1354,291.0,8192431.5,125670,110847
1979,2|45-54,HS,4335,186.0,26252888.0,125670,110847
1979,2|45-54,SC,1246,210.0,7492642.0,125670,110847
1979,2|55-64,<HS,1765,148.0,10676354.0,125670,110847
1979,2|55-64,BA+,739,300.0,4297269.0,125670,110847
1979,2|55-64,HS,2757,190.0,16470144.0,125670,110847
1979,2|55-64,SC,848,215.0,4966162.0,125670,110847
1980,ALL,<HS,24829,222.0,134801440.0,147407,129306
1980,ALL,BA+,29891,375.0,156708224.0,147407,129306
1980,ALL,HS,51331,260.0,269990240.0,147407,129306
1980,ALL,SC,23255,300.0,121462944.0,147407,129306
1980,1|25-34,<HS,3658,240.0,20782856.0,147407,129306
1980,1|25-34,BA+,8644,365.0,45984736.0,147407,129306
1980,1|25-34,HS,11065,300.0,58863712.0,147407,129306
1980,1|25-34,SC,6991,320.0,36812672.0,147407,129306
1980,1|35-44,<HS,3902,261.0,21508016.0,147407,129306
1980,1|35-44,BA+,5458,488.0,28473308.0,147407,129306
1980,1|35-44,HS,7730,350.0,40308164.0,147407,129306
1980,1|35-44,SC,3524,391.0,18582760.0,147407,129306
1980,1|45-54,<HS,4971,285.0,26667928.0,147407,129306
1980,1|45-54,BA+,3532,500.0,19111308.0,147407,129306
1980,1|45-54,HS,6089,350.0,31939024.0,147407,129306
1980,1|45-54,SC,2361,400.0,12469754.0,147407,129306
1980,1|55-64,<HS,4092,280.0,21964082.0,147407,129306
1980,1|55-64,BA+,1945,500.0,10317002.0,147407,129306
1980,1|55-64,HS,4108,344.0,22051410.0,147407,129306
1980,1|55-64,SC,1469,400.0,7912185.5,147407,129306
1980,2|25-34,<HS,1728,156.0,9450044.0,147407,129306
1980,2|25-34,BA+,5437,275.0,27806620.0,147407,129306
1980,2|25-34,HS,7979,196.0,42245620.0,147407,129306
1980,2|25-34,SC,4189,225.0,21643380.0,147407,129306
1980,2|35-44,<HS,2206,160.0,11796373.0,147407,129306
1980,2|35-44,BA+,2373,300.0,12325510.0,147407,129306
1980,2|35-44,HS,5951,200.0,30924988.0,147407,129306
1980,2|35-44,SC,2207,239.0,11236938.0,147407,129306
1980,2|45-54,<HS,2373,164.0,12799618.0,147407,129306
1980,2|45-54,BA+,1625,315.0,8337972.0,147407,129306
1980,2|45-54,HS,5102,200.0,26309586.0,147407,129306
1980,2|45-54,SC,1528,232.0,7804196.5,147407,129306
1980,2|55-64,<HS,1899,160.0,9832528.0,147407,129306
1980,2|55-64,BA+,877,300.0,4351756.0,147407,129306
1980,2|55-64,HS,3307,200.0,17347716.0,147407,129306
1980,2|55-64,SC,986,225.0,5001046.0,147407,129306
1981,ALL,<HS,22328,240.0,130055384.0,139984,122407
1981,ALL,BA+,28790,400.0,162455968.0,139984,122407
1981,ALL,HS,48981,280.0,276780800.0,139984,122407
1981,ALL,SC,22308,323.0,125721936.0,139984,122407
1981,1|25-34,<HS,3283,250.0,20307708.0,139984,122407
1981,1|25-34,BA+,7984,400.0,45849720.0,139984,122407
1981,1|25-34,HS,10887,320.0,62581040.0,139984,122407
1981,1|25-34,SC,6531,350.0,37083756.0,139984,122407
1981,1|35-44,<HS,3541,280.0,21027432.0,139984,122407
1981,1|35-44,BA+,5382,500.0,30693034.0,139984,122407
1981,1|35-44,HS,7258,374.0,41096456.0,139984,122407
1981,1|35-44,SC,3417,420.0,19226142.0,139984,122407
1981,1|45-54,<HS,4278,300.0,24777100.0,139984,122407
1981,1|45-54,BA+,3429,540.0,19675768.0,139984,122407
1981,1|45-54,HS,5695,400.0,31966864.0,139984,122407
1981,1|45-54,SC,2224,425.0,12730614.0,139984,122407
1981,1|55-64,<HS,3733,300.0,20883888.0,139984,122407
1981,1|55-64,BA+,1962,550.0,11214632.0,139984,122407
1981,1|55-64,HS,3773,370.0,21150958.0,139984,122407
1981,1|55-64,SC,1354,415.0,7960616.5,139984,122407
1981,2|25-34,<HS,1579,167.0,9301987.0,139984,122407
1981,2|25-34,BA+,5196,300.0,28503998.0,139984,122407
1981,2|25-34,HS,7802,208.0,44119112.0,139984,122407
1981,2|25-34,SC,4207,250.0,23472828.0,139984,122407
1981,2|35-44,<HS,1952,173.0,11342586.0,139984,122407
1981,2|35-44,BA+,2466,328.0,13650776.0,139984,122407
1981,2|35-44,HS,5808,215.0,32425800.0,139984,122407
1981,2|35-44,SC,2228,257.0,12300300.0,139984,122407
1981,2|45-54,<HS,2233,175.0,12873690.0,139984,122407
1981,2|45-54,BA+,1538,350.0,8419329.0,139984,122407
1981,2|45-54,HS,4768,216.0,26364154.0,139984,122407
1981,2|45-54,SC,1456,250.0,7951858.0,139984,122407
1981,2|55-64,<HS,1729,175.0,9540992.0,139984,122407
1981,2|55-64,BA+,833,355.0,4448702.5,139984,122407
1981,2|55-64,HS,2990,216.0,17076428.0,139984,122407
1981,2|55-64,SC,891,260.0,4995820.5,139984,122407
1982,ALL,<HS,19429,245.0,118669512.0,133376,115221
1982,ALL,BA+,28291,438.0,168261872.0,133376,115221
1982,ALL,HS,46140,300.0,274008672.0,133376,115221
1982,ALL,SC,21361,350.0,126938152.0,133376,115221
1982,1|25-34,<HS,2802,250.0,18279572.0,133376,115221
1982,1|25-34,BA+,7352,427.0,44996360.0,133376,115221
1982,1|25-34,HS,9965,330.0,60897880.0,133376,115221
1982,1|25-34,SC,5921,365.0,35995264.0,133376,115221
1982,1|35-44,<HS,3056,296.0,19223148.0,133376,115221
1982,1|35-44,BA+,5559,550.0,33088472.0,133376,115221
1982,1|35-44,HS,6859,400.0,41163908.0,133376,115221
1982,1|35-44,SC,3452,450.0,20686380.0,133376,115221
1982,1|45-54,<HS,3654,316.0,22081184.0,133376,115221
1982,1|45-54,BA+,3376,580.0,20140168.0,133376,115221
1982,1|45-54,HS,5380,400.0,31588714.0,133376,115221
1982,1|45-54,SC,2074,456.0,12180436.0,133376,115221
1982,1|55-64,<HS,3307,306.0,19203648.0,133376,115221
1982,1|55-64,BA+,1939,596.0,11423870.0,133376,115221
1982,1|55-64,HS,3551,400.0,20402052.0,133376,115221
1982,1|55-64,SC,1293,450.0,7603180.0,133376,115221
1982,2|25-34,<HS,1405,175.0,8776404.0,133376,115221
1982,2|25-34,BA+,5102,325.0,29912436.0,133376,115221
1982,2|25-34,HS,7406,225.0,43851208.0,133376,115221
1982,2|25-34,SC,4099,260.0,24144820.0,133376,115221
1982,2|35-44,<HS,1714,186.0,10597359.0,133376,115221
1982,2|35-44,BA+,2569,365.0,15084074.0,133376,115221
1982,2|35-44,HS,5569,235.0,33011736.0,133376,115221
1982,2|35-44,SC,2284,280.0,13338585.0,133376,115221
1982,2|45-54,<HS,1923,188.0,11352376.0,133376,115221
1982,2|45-54,BA+,1540,372.0,8819912.0,133376,115221
1982,2|45-54,HS,4539,240.0,26147104.0,133376,115221
1982,2|45-54,SC,1344,280.0,7827349.5,133376,115221
1982,2|55-64,<HS,1568,183.0,9155820.0,133376,115221
1982,2|55-64,BA+,854,385.0,4796590.0,133376,115221
1982,2|55-64,HS,2871,240.0,16946064.0,133376,115221
1982,2|55-64,SC,894,280.0,5162141.0,133376,115221
1983,ALL,<HS,18116,250.0,112951344.0,132865,114476
1983,ALL,BA+,28971,450.0,176521008.0,132865,114476
1983,ALL,HS,45735,306.0,275866688.0,132865,114476
1983,ALL,SC,21654,360.0,131598584.0,132865,114476
1983,1|25-34,<HS,2718,250.0,18197800.0,132865,114476
1983,1|25-34,BA+,7229,450.0,45473032.0,132865,114476
1983,1|25-34,HS,9916,340.0,61196052.0,132865,114476
1983,1|25-34,SC,5779,384.0,36061448.0,132865,114476
1983,1|35-44,<HS,2829,300.0,18180204.0,132865,114476
1983,1|35-44,BA+,5822,572.0,35486800.0,132865,114476
1983,1|35-44,HS,6967,400.0,42476184.0,132865,114476
1983,1|35-44,SC,3572,460.0,21901562.0,132865,114476
1983,1|45-54,<HS,3345,320.0,20142446.0,132865,114476
1983,1|45-54,BA+,3418,640.0,20308610.0,132865,114476
1983,1|45-54,HS,5381,412.0,31734512.0,132865,114476
1983,1|45-54,SC,2028,500.0,12292186.0,132865,114476
1983,1|55-64,<HS,3127,325.0,18746810.0,132865,114476
1983,1|55-64,BA+,1961,600.0,12099644.0,132865,114476
1983,1|55-64,HS,3264,400.0,19347192.0,132865,114476
1983,1|55-64,SC,1254,480.0,7556669.0,132865,114476
1983,2|25-34,<HS,1305,184.0,8528272.0,132865,114476
1983,2|25-34,BA+,5230,350.0,32083340.0,132865,114476
1983,2|25-34,HS,7185,237.0,43555972.0,132865,114476
1983,2|25-34,SC,4200,280.0,25759416.0,132865,114476
1983,2|35-44,<HS,1628,196.0,10095812.0,132865,114476
1983,2|35-44,BA+,2892,390.0,17141676.0,132865,114476
1983,2|35-44,HS,5781,242.0,34638936.0,132865,114476
1983,2|35-44,SC,2538,296.0,15003024.0,132865,114476
1983,2|45-54,<HS,1704,196.0,10226742.0,132865,114476
1983,2|45-54,BA+,1554,400.0,8864489.0,132865,114476
1983,2|45-54,HS,4442,250.0,26302368.0,132865,114476
1983,2|45-54,SC,1398,300.0,7993037.0,132865,114476
1983,2|55-64,<HS,1460,200.0,8833255.0,132865,114476
1983,2|55-64,BA+,865,400.0,5063417.5,132865,114476
1983,2|55-64,HS,2799,250.0,16615494.0,132865,114476
1983,2|55-64,SC,885,290.0,5031246.0,132865,114476
1984,ALL,<HS,17800,260.0,114143216.0,135865,117630
1984,ALL,BA+,30139,495.0,188106272.0,135865,117630
1984,ALL,HS,47259,320.0,293982208.0,135865,117630
1984,ALL,SC,22432,380.0,140216576.0,135865,117630
1984,1|25-34,<HS,2933,266.0,19931704.0,135865,117630
1984,1|25-34,BA+,7258,475.0,46889376.0,135865,117630
1984,1|25-34,HS,10665,350.0,68105088.0,135865,117630
1984,1|25-34,SC,5825,400.0,37433320.0,135865,117630
1984,1|35-44,<HS,2747,300.0,17861460.0,135865,117630
1984,1|35-44,BA+,6338,600.0,39528252.0,135865,117630
1984,1|35-44,HS,7149,420.0,44775776.0,135865,117630
1984,1|35-44,SC,3976,480.0,25153982.0,135865,117630
1984,1|45-54,<HS,3151,328.0,20107888.0,135865,117630
1984,1|45-54,BA+,3276,673.0,20067554.0,135865,117630
1984,1|45-54,HS,5347,440.0,33214736.0,135865,117630
1984,1|45-54,SC,2115,500.0,13409273.0,135865,117630
1984,1|55-64,<HS,2939,340.0,17792696.0,135865,117630
1984,1|55-64,BA+,1988,656.0,12468972.0,135865,117630
1984,1|55-64,HS,3257,420.0,19650388.0,135865,117630
1984,1|55-64,SC,1206,500.0,7453161.0,135865,117630
1984,2|25-34,<HS,1374,184.0,9089525.0,135865,117630
1984,2|25-34,BA+,5423,360.0,34119744.0,135865,117630
1984,2|25-34,HS,7458,244.0,46563416.0,135865,117630
1984,2|25-34,SC,4280,300.0,26512454.0,135865,117630
1984,2|35-44,<HS,1637,200.0,10286394.0,135865,117630
1984,2|35-44,BA+,3343,400.0,20038514.0,135865,117630
1984,2|35-44,HS,6088,255.0,37370392.0,135865,117630
1984,2|35-44,SC,2718,304.0,16555755.0,135865,117630
1984,2|45-54,<HS,1664,200.0,10488640.0,135865,117630
1984,2|45-54,BA+,1656,419.0,9921294.0,135865,117630
1984,2|45-54,HS,4435,259.0,26881100.0,135865,117630
1984,2|45-54,SC,1461,305.0,8645725.0,135865,117630
1984,2|55-64,<HS,1355,200.0,8584910.0,135865,117630
1984,2|55-64,BA+,857,414.0,5072572.0,135865,117630
1984,2|55-64,HS,2860,260.0,17421312.0,135865,117630
1984,2|55-64,SC,851,300.0,5052909.5,135865,117630
1985,ALL,<HS,17334,269.0,113433240.0,139378,121032
1985,ALL,BA+,31608,500.0,196853408.0,139378,121032
1985,ALL,HS,48560,330.0,304275168.0,139378,121032
1985,ALL,SC,23530,400.0,148507424.0,139378,121032
1985,1|25-34,<HS,2974,277.0,21118206.0,139378,121032
1985,1|25-34,BA+,7392,500.0,47336080.0,139378,121032
1985,1|25-34,HS,11137,358.0,71416944.0,139378,121032
1985,1|25-34,SC,5868,400.0,38137960.0,139378,121032
1985,1|35-44,<HS,2716,320.0,18086328.0,139378,121032
1985,1|35-44,BA+,6716,623.0,41812808.0,139378,121032
1985,1|35-44,HS,7356,435.0,46009156.0,139378,121032
1985,1|35-44,SC,4396,500.0,27519242.0,139378,121032
1985,1|45-54,<HS,2906,344.0,18865014.0,139378,121032
1985,1|45-54,BA+,3403,700.0,21252598.0,139378,121032
1985,1|45-54,HS,5370,450.0,33914488.0,139378,121032
1985,1|45-54,SC,2195,520.0,14059910.0,139378,121032
1985,1|55-64,<HS,2836,343.0,17795244.0,139378,121032
1985,1|55-64,BA+,2001,700.0,12559906.0,139378,121032
1985,1|55-64,HS,3192,440.0,19843518.0,139378,121032
1985,1|55-64,SC,1224,507.0,7779302.5,139378,121032
1985,2|25-34,<HS,1357,186.0,8821778.0,139378,121032
1985,2|25-34,BA+,5744,398.0,35413088.0,139378,121032
1985,2|25-34,HS,7704,250.0,48347356.0,139378,121032
1985,2|25-34,SC,4485,300.0,27809162.0,139378,121032
1985,2|35-44,<HS,1580,200.0,10265395.0,139378,121032
1985,2|35-44,BA+,3658,436.0,22218604.0,139378,121032
1985,2|35-44,HS,6324,269.0,39216900.0,139378,121032
1985,2|35-44,SC,2928,326.0,18230956.0,139378,121032
1985,2|45-54,<HS,1586,200.0,9986736.0,139378,121032
1985,2|45-54,BA+,1776,450.0,10844742.0,139378,121032
1985,2|45-54,HS,4625,275.0,28341666.0,139378,121032
1985,2|45-54,SC,1519,317.0,9385650.0,139378,121032
1985,2|55-64,<HS,1379,202.0,8494542.0,139378,121032
1985,2|55-64,BA+,918,450.0,5415584.0,139378,121032
1985,2|55-64,HS,2852,277.0,17185120.0,139378,121032
1985,2|55-64,SC,915,318.0,5585245.5,139378,121032
1986,ALL,<HS,16283,280.0,110875624.0,139715,120974
1986,ALL,BA+,32004,521.0,204954624.0,139715,120974
1986,ALL,HS,48526,342.0,313476992.0,139715,120974
1986,ALL,SC,24161,400.0,157602400.0,139715,120974
1986,1|25-34,<HS,2910,280.0,21638704.0,139715,120974
1986,1|25-34,BA+,7320,505.0,48418024.0,139715,120974
1986,1|25-34,HS,11137,360.0,74203856.0,139715,120974
1986,1|25-34,SC,5758,410.0,38848832.0,139715,120974
1986,1|35-44,<HS,2416,325.0,16743208.0,139715,120974
1986,1|35-44,BA+,6892,650.0,43841072.0,139715,120974
1986,1|35-44,HS,7365,440.0,47387576.0,139715,120974
1986,1|35-44,SC,4560,500.0,29751586.0,139715,120974
1986,1|45-54,<HS,2787,350.0,18818794.0,139715,120974
1986,1|45-54,BA+,3449,750.0,22355480.0,139715,120974
1986,1|45-54,HS,5140,480.0,33235074.0,139715,120974
1986,1|45-54,SC,2249,550.0,14668130.0,139715,120974
1986,1|55-64,<HS,2566,352.0,16689956.0,139715,120974
1986,1|55-64,BA+,1924,750.0,12740646.0,139715,120974
1986,1|55-64,HS,3098,470.0,19831630.0,139715,120974
1986,1|55-64,SC,1179,550.0,7973379.0,139715,120974
1986,2|25-34,<HS,1327,190.0,9178943.0,139715,120974
1986,2|25-34,BA+,5739,400.0,36224592.0,139715,120974
1986,2|25-34,HS,7774,258.0,49971604.0,139715,120974
1986,2|25-34,SC,4620,309.0,29470664.0,139715,120974
1986,2|35-44,<HS,1537,200.0,9947404.0,139715,120974
1986,2|35-44,BA+,3966,456.0,24309706.0,139715,120974
1986,2|35-44,HS,6653,280.0,42106664.0,139715,120974
1986,2|35-44,SC,3259,350.0,20739432.0,139715,120974
1986,2|45-54,<HS,1540,210.0,10241584.0,139715,120974
1986,2|45-54,BA+,1851,480.0,11654460.0,139715,120974
1986,2|45-54,HS,4603,290.0,29202984.0,139715,120974
1986,2|45-54,SC,1618,346.0,10156786.0,139715,120974
1986,2|55-64,<HS,1200,212.0,7617030.0,139715,120974
1986,2|55-64,BA+,863,481.0,5410632.0,139715,120974
1986,2|55-64,HS,2756,280.0,17537612.0,139715,120974
1986,2|55-64,SC,918,344.0,5993599.5,139715,120974
1987,ALL,<HS,16089,280.0,111603616.0,141655,122694
1987,ALL,BA+,32686,558.0,213784032.0,141655,122694
1987,ALL,HS,49046,350.0,322218560.0,141655,122694
1987,ALL,SC,24873,416.0,164606832.0,141655,122694
1987,1|25-34,<HS,2957,280.0,22661274.0,141655,122694
1987,1|25-34,BA+,7079,550.0,48496884.0,141655,122694
1987,1|25-34,HS,11221,375.0,77031512.0,141655,122694
1987,1|25-34,SC,5574,429.0,38939964.0,141655,122694
1987,1|35-44,<HS,2359,322.0,16537242.0,141655,122694
1987,1|35-44,BA+,7155,700.0,46585088.0,141655,122694
1987,1|35-44,HS,7571,444.0,49243064.0,141655,122694
1987,1|35-44,SC,4765,516.0,31522162.0,141655,122694
1987,1|45-54,<HS,2666,364.0,18019942.0,141655,122694
1987,1|45-54,BA+,3592,788.0,23176192.0,141655,122694
1987,1|45-54,HS,5287,485.0,34250216.0,141655,122694
1987,1|45-54,SC,2341,585.0,15333116.0,141655,122694
1987,1|55-64,<HS,2457,360.0,16542856.0,141655,122694
1987,1|55-64,BA+,1932,800.0,12689488.0,141655,122694
1987,1|55-64,HS,3026,480.0,19751306.0,141655,122694
1987,1|55-64,SC,1171,550.0,7929487.0,141655,122694
1987,2|25-34,<HS,1402,200.0,9728427.0,141655,122694
1987,2|25-34,BA+,5746,428.0,37189800.0,141655,122694
1987,2|25-34,HS,7890,270.0,51848212.0,141655,122694
1987,2|25-34,SC,4715,322.0,30703620.0,141655,122694
1987,2|35-44,<HS,1550,201.0,10247802.0,141655,122694
1987,2|35-44,BA+,4322,500.0,27312740.0,141655,122694
1987,2|35-44,HS,6710,292.0,42767552.0,141655,122694
1987,2|35-44,SC,3564,360.0,22601114.0,141655,122694
1987,2|45-54,<HS,1493,224.0,10008641.0,141655,122694
1987,2|45-54,BA+,1991,500.0,12667289.0,141655,122694
1987,2|45-54,HS,4692,300.0,30221598.0,141655,122694
1987,2|45-54,SC,1850,370.0,11803212.0,141655,122694
1987,2|55-64,<HS,1205,227.0,7857431.5,141655,122694
1987,2|55-64,BA+,869,500.0,5666553.0,141655,122694
1987,2|55-64,HS,2649,290.0,17105120.0,141655,122694
1987,2|55-64,SC,893,350.0,5774143.0,141655,122694
1988,ALL,<HS,15064,281.0,112608952.0,136677,118551
1988,ALL,BA+,31856,581.0,224160640.0,136677,118551
1988,ALL,HS,47622,360.0,329894624.0,136677,118551
1988,ALL,SC,24009,425.0,168831520.0,136677,118551
1988,1|25-34,<HS,2858,293.0,24004054.0,136677,118551
1988,1|25-34,BA+,6717,575.0,49390168.0,136677,118551
1988,1|25-34,HS,10793,386.0,78712672.0,136677,118551
1988,1|25-34,SC,5202,440.0,38514096.0,136677,118551
1988,1|35-44,<HS,2221,320.0,17235532.0,136677,118551
1988,1|35-44,BA+,6952,700.0,48446380.0,136677,118551
1988,1|35-44,HS,7430,460.0,51061904.0,136677,118551
1988,1|35-44,SC,4667,520.0,32270834.0,136677,118551
1988,1|45-54,<HS,2434,375.0,17509984.0,136677,118551
1988,1|45-54,BA+,3703,800.0,25609412.0,136677,118551
1988,1|45-54,HS,5282,500.0,35709496.0,136677,118551
1988,1|45-54,SC,2296,600.0,16060739.0,136677,118551
1988,1|55-64,<HS,2246,384.0,15778247.0,136677,118551
1988,1|55-64,BA+,1799,800.0,12924428.0,136677,118551
1988,1|55-64,HS,2805,480.0,19092616.0,136677,118551
1988,1|55-64,SC,1062,567.0,7407441.0,136677,118551
1988,2|25-34,<HS,1332,200.0,10051212.0,136677,118551
1988,2|25-34,BA+,5481,450.0,38565308.0,136677,118551
1988,2|25-34,HS,7564,280.0,52642336.0,136677,118551
1988,2|25-34,SC,4531,338.0,32255416.0,136677,118551
1988,2|35-44,<HS,1414,214.0,10265963.0,136677,118551
1988,2|35-44,BA+,4253,500.0,28977352.0,136677,118551
1988,2|35-44,HS,6508,300.0,43835824.0,136677,118551
1988,2|35-44,SC,3594,375.0,24232428.0,136677,118551
1988,2|45-54,<HS,1420,236.0,10049478.0,136677,118551
1988,2|45-54,BA+,2085,500.0,14179587.0,136677,118551
1988,2|45-54,HS,4724,300.0,31757648.0,136677,118551
1988,2|45-54,SC,1867,384.0,12764902.0,136677,118551
1988,2|55-64,<HS,1139,232.0,7714483.0,136677,118551
1988,2|55-64,BA+,866,500.0,6067997.0,136677,118551
1988,2|55-64,HS,2516,304.0,17082140.0,136677,118551
1988,2|55-64,SC,790,369.0,5325674.0,136677,118551
1989,ALL,<HS,15015,300.0,112379248.0,140321,121855
1989,ALL,BA+,33029,600.0,231988192.0,140321,121855
1989,ALL,HS,48808,375.0,338526112.0,140321,121855
1989,ALL,SC,25003,450.0,177283104.0,140321,121855
1989,1|25-34,<HS,2958,300.0,24357126.0,140321,121855
1989,1|25-34,BA+,6717,600.0,49578240.0,140321,121855
1989,1|25-34,HS,10970,400.0,79579544.0,140321,121855
1989,1|25-34,SC,5364,450.0,40436716.0,140321,121855
1989,1|35-44,<HS,2229,350.0,17357070.0,140321,121855
1989,1|35-44,BA+,7097,750.0,49701128.0,140321,121855
1989,1|35-44,HS,7645,480.0,52994300.0,140321,121855
1989,1|35-44,SC,4836,550.0,33381092.0,140321,121855
1989,1|45-54,<HS,2490,400.0,17920498.0,140321,121855
1989,1|45-54,BA+,3884,830.0,26956364.0,140321,121855
1989,1|45-54,HS,5452,504.0,36876256.0,140321,121855
1989,1|45-54,SC,2476,600.0,17088116.0,140321,121855
1989,1|55-64,<HS,2040,400.0,14197932.0,140321,121855
1989,1|55-64,BA+,1836,800.0,12896294.0,140321,121855
1989,1|55-64,HS,2868,500.0,19733210.0,140321,121855
1989,1|55-64,SC,1056,595.0,7606333.0,140321,121855
1989,2|25-34,<HS,1332,213.0,10031404.0,140321,121855
1989,2|25-34,BA+,5563,475.0,39205072.0,140321,121855
1989,2|25-34,HS,7648,290.0,53236852.0,140321,121855
1989,2|25-34,SC,4587,350.0,32618332.0,140321,121855
1989,2|35-44,<HS,1435,240.0,10389338.0,140321,121855
1989,2|35-44,BA+,4702,532.0,31411416.0,140321,121855
1989,2|35-44,HS,6787,304.0,45581080.0,140321,121855
1989,2|35-44,SC,3872,400.0,26512560.0,140321,121855
1989,2|45-54,<HS,1436,240.0,10613594.0,140321,121855
1989,2|45-54,BA+,2327,550.0,15944872.0,140321,121855
1989,2|45-54,HS,4854,320.0,33239060.0,140321,121855
1989,2|45-54,SC,1945,400.0,13611740.0,140321,121855
1989,2|55-64,<HS,1095,242.0,7512285.0,140321,121855
1989,2|55-64,BA+,903,550.0,6294816.0,140321,121855
1989,2|55-64,HS,2584,320.0,17285822.0,140321,121855
1989,2|55-64,SC,867,390.0,6028232.0,140321,121855
1990,ALL,<HS,15349,300.0,109730560.0,148476,129048
1990,ALL,BA+,35579,640.0,237471456.0,148476,129048
1990,ALL,HS,51042,387.0,341774080.0,148476,129048
1990,ALL,SC,27078,475.0,184200320.0,148476,129048
1990,1|25-34,<HS,3105,306.0,24521760.0,148476,129048
1990,1|25-34,BA+,6828,606.0,48136616.0,148476,129048
1990,1|25-34,HS,11171,400.0,79364400.0,148476,129048
1990,1|25-34,SC,5468,480.0,39947272.0,148476,129048
1990,1|35-44,<HS,2366,350.0,17736556.0,148476,129048
1990,1|35-44,BA+,7701,770.0,51815768.0,148476,129048
1990,1|35-44,HS,8234,480.0,55894392.0,148476,129048
1990,1|35-44,SC,5416,580.0,36693180.0,148476,129048
1990,1|45-54,<HS,2502,400.0,17413442.0,148476,129048
1990,1|45-54,BA+,4251,900.0,27804956.0,148476,129048
1990,1|45-54,HS,5610,520.0,36332488.0,148476,129048
1990,1|45-54,SC,2643,627.0,17246786.0,148476,129048
1990,1|55-64,<HS,1955,400.0,13023125.0,148476,129048
1990,1|55-64,BA+,2042,865.0,13527452.0,148476,129048
1990,1|55-64,HS,2974,500.0,18928196.0,148476,129048
1990,1|55-64,SC,1200,600.0,7920018.0,148476,129048
1990,2|25-34,<HS,1386,220.0,9892776.0,148476,129048
1990,2|25-34,BA+,5881,500.0,39533848.0,148476,129048
1990,2|25-34,HS,7779,300.0,52613736.0,148476,129048
1990,2|25-34,SC,4931,363.0,33731060.0,148476,129048
1990,2|35-44,<HS,1525,240.0,10480265.0,148476,129048
1990,2|35-44,BA+,5183,570.0,33220136.0,148476,129048
1990,2|35-44,HS,7322,320.0,48150992.0,148476,129048
1990,2|35-44,SC,4263,410.0,28061938.0,148476,129048
1990,2|45-54,<HS,1464,250.0,9841906.0,148476,129048
1990,2|45-54,BA+,2725,577.0,17202168.0,148476,129048
1990,2|45-54,HS,5272,325.0,33541234.0,148476,129048
1990,2|45-54,SC,2214,420.0,14519857.0,148476,129048
1990,2|55-64,<HS,1046,250.0,6820726.5,148476,129048
1990,2|55-64,BA+,968,577.0,6230522.5,148476,129048
1990,2|55-64,HS,2680,330.0,16948656.0,148476,129048
1990,2|55-64,SC,943,400.0,6080206.0,148476,129048
1991,ALL,<HS,14192,305.0,104099952.0,145372,125733
