Year,Ranking,Income Concept,"NIPA Table 2.9, line Number",Quantile or Summary Metric,Value
2005,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,50-60%,0.069
2005,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,60-70%,0.083
2005,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,70-80%,0.096
2005,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,80-90%,0.111
2005,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,90-100%,0.433
2005,Equivalized Disposable Personal Income,Taxes,12.0,0-10%,0.003
2005,Equivalized Disposable Personal Income,Taxes,12.0,10-20%,0.009
2005,Equivalized Disposable Personal Income,Taxes,12.0,20-30%,0.013
2005,Equivalized Disposable Personal Income,Taxes,12.0,30-40%,0.019
2005,Equivalized Disposable Personal Income,Taxes,12.0,40-50%,0.030
2005,Equivalized Disposable Personal Income,Taxes,12.0,50-60%,0.044
2005,Equivalized Disposable Personal Income,Taxes,12.0,60-70%,0.064
2005,Equivalized Disposable Personal Income,Taxes,12.0,70-80%,0.091
2005,Equivalized Disposable Personal Income,Taxes,12.0,80-90%,0.143
2005,Equivalized Disposable Personal Income,Taxes,12.0,90-100%,0.584
2005,Equivalized Personal Income,Compensation of employees,23.0,0-10%,0.009
2005,Equivalized Personal Income,Compensation of employees,23.0,10-20%,0.024
2005,Equivalized Personal Income,Compensation of employees,23.0,20-30%,0.032
2005,Equivalized Personal Income,Compensation of employees,23.0,30-40%,0.046
2005,Equivalized Personal Income,Compensation of employees,23.0,40-50%,0.062
2005,Equivalized Personal Income,Compensation of employees,23.0,50-60%,0.085
2005,Equivalized Personal Income,Compensation of employees,23.0,60-70%,0.108
2005,Equivalized Personal Income,Compensation of employees,23.0,70-80%,0.137
